"country","continent","year","homicides","pop_size","infant_mortality","GDP","maternal_death_risk","urban_pop_percent","access_sanitation_percent","GDP_per_capita"
"Nicaragua","Americas",1998,13.0092595797215,4869627,37,4857195029.9737,0.924206783595728,54.256,52.3,997.447038546012
"Nicaragua","Americas",1999,11.2318383576289,4949661,34.2,5198946484.17021,0.764162297073229,54.496,53.4,1050.36415305416
"Nicaragua","Americas",2000,9.5,5026792,32.6,5412185596.04858,0.724119392459772,54.737,54.4,1076.66790192405
"Nicaragua","Americas",2001,10.5,5100750,31.2,5572431942.26118,0.744658428045393,54.976,55.5,1092.47305636645
"Nicaragua","Americas",2002,10.7,5171736,29.8,5614444676.25476,0.685232158130629,55.216,56.5,1085.60156130451
"Nicaragua","Americas",2003,12.1,5240876,28.6,5755969831.75974,0.613771157069652,55.455,57.5,1098.28391890206
"Nicaragua","Americas",2004,12.2,5309703,27.4,6061736762.62218,0.599961055864711,55.695,58.6,1141.63386589084
"Nicaragua","Americas",2005,13.6,5379327,26.3,6321324476.26503,0.591174973193372,55.933,59.6,1175.11437327848
"Nicaragua","Americas",2006,13.2,5450217,25.3,6583790242.83241,0.500911756815108,56.181,60.6,1207.98680911832
"Nicaragua","Americas",2007,12.9,5522119,24.4,6931925827.01692,0.510319604325323,56.437,61.6,1255.30178306859
"Nicaragua","Americas",2008,13.2,5594524,23.5,7129604313.79917,0.48514366740783,56.701,62.7,1274.38979863151
"Nicaragua","Americas",2009,14.2,5666595,22.7,6932883548.11962,0.487187804841822,56.974,63.7,1223.46551114375
"Nicaragua","Americas",2010,13.7,5737722,22,7154132575.2189,0.460656331130529,57.255,64.7,1246.85939388818
"Nicaragua","Americas",2011,12.7,5807787,21.3,7599949112.08627,0.41566018818645,57.544,65.7,1308.57917345906
"Nicaragua","Americas",2012,11.5,5877034,20.6,7989963015.75612,0.433020017982683,57.841,66.8,1359.52302058421
"Norway","Europe",1995,0.986443060671295,4359788,4.6,231757857974.389,0.0129094548823852,73.764,98.1,53158.0567620235
"Norway","Europe",1996,0.980584651934636,4385951,4.4,243410632518.432,0.01295109828011,74.039,98.1,55497.8002532249
"Norway","Europe",1997,0.86126943862458,4412958,4.2,256274117190.532,0.0126215736245507,74.309,98.1,58073.0922865189
"Norway","Europe",1998,0.856000836177659,4440109,4.1,262999767171.129,0.0130726210394475,74.375,98.1,59232.7276585167
"Norway","Europe",1999,0.828544198578308,4466468,4,268294761350.407,0.0129677802732132,75.086,98.1,60068.6630577913
"Norway","Europe",2000,1.1,4491572,4,276894373302.289,0.0129546810816444,76.081,98.1,61647.5419524142
"Norway","Europe",2001,0.8,4514907,3.8,282668529297.633,0.0127485678583905,76.561,98.1,62607.829861752
"Norway","Europe",2002,1,4537240,3.6,286732479627.474,0.0118659872181765,76.999,98.1,63195.3521584651
"Norway","Europe",2003,1.1,4560947,3.5,289369965075.669,0.0123445686125681,77.23,98.1,63445.1496752032
"Norway","Europe",2004,0.8,4589241,3.4,300826232052.774,0.0131721377570041,77.275,98.1,65550.3234745732
"Norway","Europe",2005,0.7,4624388,3.2,308722079937.912,0.0123916359387582,77.49,98.1,66759.5538994375
"Norway","Europe",2006,0.7,4667105,3.1,316116259216.143,0.0119459239298871,77.889,98.1,67732.8363549016
"Norway","Europe",2007,0.6,4716584,3,325377726038.029,0.0115359849077241,78.234,98.1,68985.8859797746
"Norway","Europe",2008,0.7,4771633,2.9,326628172293.364,0.011044848456145,78.526,98.1,68452.0733873213
"Norway","Europe",2009,0.6,4830371,2.7,321328521536.67,0.010745846491909,78.815,98.1,66522.5345085647
"Norway","Europe",2010,0.6,4891251,2.6,323262708575.863,0.0103750733170321,79.102,98.1,66089.9856858425
"Norway","Europe",2011,2.2,4953945,2.5,326394412107.101,0.0100364128186622,79.385,98.1,65885.7561210512
"Norway","Europe",2012,0.5,5018367,2.3,335366239813.737,0.0086819347709304,79.665,98.1,66827.7628586624
"Norway","Europe",2013,0.9,5083450,2.3,338715560729.531,0.0091023852769193,79.939,98.1,66631.0400868566
"Norway","Europe",2014,0.6,5147970,2.2,346217306946.061,0.0088631218638796,80.208,98.1,67253.1710452977
"Panama","Americas",1995,14.0833179549976,2738125,23.5,9986176292.6642,0.30894198212324,58.141,63,3647.08561247722
"Panama","Americas",1996,9.07853924839213,2794845,23.3,10266846170.9859,0.286033184131955,58.978,63.8,3673.49394008823
"Panama","Americas",1997,11.3015512186301,2852739,23,10930648032.3955,0.30630755882003,59.807,64.6,3831.6326983981
"Panama","Americas",1998,9.8829659871219,2911383,22.7,11733333939.6239,0.308202795573735,60.632,65.3,4030.15815494694
"Panama","Americas",1999,9.82881989325557,2970193,22.3,12192168940.7714,0.253662392433632,61.451,66.1,4104.84064192845
"Panama","Americas",2000,9.9,3028751,21.9,12524014802.6101,0.247310462761786,62.198,66.8,4135.0427296962
"Panama","Americas",2001,9.9,3086887,21.4,12595604517.1348,0.235521121493992,62.494,67.4,4080.35814629262
"Panama","Americas",2002,12.1,3144728,20.9,12876346335.6243,0.246923875185629,62.789,67.9,4094.58189567565
"Panama","Americas",2003,10.6,3202511,20.4,13417894991.8849,0.253315851983794,63.083,68.5,4189.8044977472
"Panama","Americas",2004,9.4,3260611,19.9,14427199828.951,0.241654267819504,63.377,69,4424.69212946623
"Panama","Americas",2005,11,3319301,19.4,15464700000,0.243016798012458,63.669,69.6,4659.02308949987
"Panama","Americas",2006,11,3378600,19,16783492679.9956,0.244552876938771,63.96,70.1,4967.58795950855
"Panama","Americas",2007,12.9,3438398,18.5,18816420297.9305,0.245391069510912,64.251,70.7,5472.4381231988
"Panama","Americas",2008,18.7,3498679,18,20436823807.9152,0.250160914193805,64.54,71.2,5841.29718900053
"Panama","Americas",2009,23,3559401,17.5,20763477637.1924,0.253708297645518,64.828,71.8,5833.41906045214
"Panama","Americas",2010,21,3620506,17,21960980045.2995,0.271614006176065,65.115,72.3,6065.72121280824
"Panama","Americas",2011,20.6,3681979,16.5,24554147050.8019,0.269561233126814,65.405,72.9,6668.73631022934
"Panama","Americas",2012,17.5,3743761,16,26820483099.6822,0.26482106796176,65.698,73.4,7164.04789186121
"Panama","Americas",2013,17.4,3805683,15.5,28597114543.9932,0.256388774144655,65.994,73.9,7514.31859773744
"Panama","Americas",2014,14.7,3867535,15.1,30328193389.2592,0.247799720921378,66.292,74.5,7841.73727949694
"Panama","Americas",2015,11.4,NA,14.6,NA,0.239530168075103,NA,75,NA
"Papua New Guinea","Oceania",2000,8.7,5374051,58.3,4374285601.28062,1.58765857810704,13.204,19.2,813.964289002955
"Papua New Guinea","Oceania",2001,7.9,5512835,57.8,4372423795.01951,1.52035677670058,13.182,19.2,793.135255276008
"Papua New Guinea","Oceania",2002,8.3,5653284,57.3,4460154362.77765,1.45047374457553,13.164,19.1,788.949283775174
"Papua New Guinea","Oceania",2003,10.5,5795571,56.7,4655813275.30833,1.37546383889351,13.146,19.1,803.3398737257
"Papua New Guinea","Oceania",2004,5.2,5940048,56.2,4682217073.19309,1.29496114560509,13.127,19.1,788.245662862167
"Papua New Guinea","Oceania",2005,9.9,6086905,55.6,4866197382.8132,1.22326495486231,13.109,19.1,799.453479693407
"Papua New Guinea","Oceania",2006,9.8,6236158,54.7,4977792921.73641,1.15090640283371,13.091,19.1,798.214689514988
"Papua New Guinea","Oceania",2007,8.1,6387470,53.8,5333736427.83677,1.11366886792822,13.073,19,835.031151275352
"Papua New Guinea","Oceania",2008,9.2,6540267,52.7,5686464086.75886,1.09163107840432,13.055,19,869.454425447594
"Papua New Guinea","Oceania",2009,10.4,6693799,51.6,6035411714.78719,1.03552833749724,13.037,19,901.642208675102
"Papua New Guinea","Oceania",2010,10.4,6847517,50.3,6492231269.21652,0.975312391222675,13.019,19,948.114662470574
"Paraguay","Americas",1998,16.7055356602687,5089306,29.3,7045296927.54544,0.588664680010828,54.054,65.4,1384.33352750757
"Paraguay","Americas",1999,12.1139976861118,5196935,28.5,6941289370.80601,0.593409827015713,54.693,67,1335.65060382822
"Paraguay","Americas",2000,18.8,5302703,27.7,6709945459.55383,0.6074794038932,55.331,68.5,1265.38210032767
"Paraguay","Americas",2001,24.3,5406625,26.9,6849015713.32995,0.581183280388633,55.966,70.1,1266.78208925715
"Paraguay","Americas",2002,24.9,5508615,26.1,7878323096.48534,0.574918678055993,56.6,71.6,1430.18219579429
"Paraguay","Americas",2003,22.9,5607948,25.3,8218725249.19487,0.567039325966011,56.893,73,1465.54947535085
"Paraguay","Americas",2004,21.2,5703742,24.6,8552193402.78291,0.60898195598368,57.122,74.4,1499.40046425363
"Paraguay","Americas",2005,18.6,5795493,23.8,8734653762.36756,0.523436696521154,57.35,75.8,1507.14594295387
"Paraguay","Americas",2006,15.9,5882797,23.1,9154539073.1573,0.536735603509925,57.578,77.2,1556.15416835857
"Paraguay","Americas",2007,13.1,5966160,22.4,9650863619.93447,0.472714741101455,57.806,78.6,1617.60053701786
"Paraguay","Americas",2008,13.8,6047131,21.7,10264573330.9242,0.467298008034477,58.034,80,1697.42863697251
"Paraguay","Americas",2009,13.4,6127847,21,9857511568.66048,0.477744751448495,58.26,81.3,1608.64192083459
"Paraguay","Americas",2010,11.9,6209877,20.4,11148155920.7386,0.421975814372818,58.487,82.7,1795.2297478257
"Paraguay","Americas",2011,10.4,6293763,19.8,11632254233.4161,0.431030786221084,58.714,84.1,1848.21929796468
"Paraguay","Americas",2012,10.2,6379162,19.2,11488134266.9553,0.405970555454922,58.94,85.4,1800.88454674067
"Paraguay","Americas",2013,9.3,6465669,18.6,13122275725.5809,0.391226931848166,59.174,86.8,2029.53100840468
"Paraguay","Americas",2014,8.8,6552518,18.1,13693111666.7749,0.380226409042291,59.416,87.8,2089.74804293172
"Paraguay","Americas",2015,9.3,NA,17.5,NA,0.368275060116238,NA,88.6,NA
"Peru","Americas",2000,5,25914875,29.6,61705803374.3773,0.444289334476106,73.042,62.9,2381.09592943733
"Peru","Americas",2001,4.9,26261363,27.6,62087078797.8924,0.391207707077825,73.448,63.9,2364.19864414092
"Peru","Americas",2002,4.3,26601463,25.7,65473015607.0109,0.374267862981848,73.85,64.8,2461.25619508261
"Peru","Americas",2003,4.9,26937737,24.1,68199981855.3126,0.3554649129012,74.249,65.8,2531.76359451845
"Peru","Americas",2004,5.6,27273188,22.6,71581475542.2342,0.350283859938613,74.644,66.7,2624.60976480763
"Peru","Americas",2005,11.1,27610406,21.3,76080414461.6575,0.324494152520192,75.034,67.6,2755.49785329696
"Peru","Americas",2006,11.2,27949958,20.1,81808432058.7777,0.278183380448694,75.421,68.5,2926.96082258076
"Peru","Americas",2007,10.4,28292768,19,88777191529.3614,0.26484860507061,75.803,69.4,3137.80509313763
"Peru","Americas",2008,11.6,28642048,18,96894220392.6872,0.271555958259577,76.182,70.3,3382.93617805149
"Peru","Americas",2009,10.2,29001563,17.1,97910862290.3484,0.25494075989958,76.552,71.2,3376.05467299636
"Peru","Americas",2010,9.2,29373644,16.3,106185066601.387,0.245721906281757,76.915,72,3614.9776514411
"Peru","Americas",2011,5.4,29759891,15.6,113036361028.892,0.225437679394008,77.269,72.9,3798.2787312256
"Peru","Americas",2012,6.5,30158768,14.9,119762414949.474,0.197000300086862,77.616,73.7,3971.06456568365
"Peru","Americas",2013,6.6,30565461,14.2,126657585208.673,0.188913301397234,77.954,74.6,4143.81400001371
"Peru","Americas",2014,6.7,30973148,13.6,129657248081.805,0.181445018440015,78.285,75.4,4186.11786189137
"Peru","Americas",2015,7.2,NA,13.1,NA,0.174471819702448,NA,76.2,NA
"Philippines","Asia",1998,7.98613327418039,74656228,31.1,76520339629.3695,0.503379501150676,48.11,62.5,1024.96927154382
"Philippines","Asia",1999,7.53671352798582,76285225,30.5,78878632571.5412,0.47919541478492,48.05,63.2,1033.996197449
"Philippines","Asia",2000,7.4,77932247,29.9,82358144291.1611,0.498428658603515,47.955,63.8,1056.79160375244
"Philippines","Asia",2001,7.4,79604541,29.4,84741585902.3418,0.508808664889168,47.684,64.5,1064.53205857115
"Philippines","Asia",2002,8.1,81294378,28.9,87831240286.6333,0.496543441066584,47.414,65.1,1080.40977060718
"Philippines","Asia",2003,7.8,82971734,28.4,92196731257.6887,0.480936376326816,47.143,65.8,1111.18240891155
"Philippines","Asia",2004,7.5,84596249,27.9,98371721302.1224,0.473347110964996,46.872,66.4,1162.83786178418
"Philippines","Asia",2005,7.5,86141373,27.4,103071595374.154,0.46519179830622,46.603,67.1,1196.53996429978
"Philippines","Asia",2006,7.1,87592899,26.9,108475598257.665,0.456569757961778,46.333,67.8,1238.40630343408
"Philippines","Asia",2007,6.5,88965508,26.4,115653062255.535,0.449658000751507,46.063,68.4,1299.97641620318
"Philippines","Asia",2008,6.4,90297115,25.9,120455852681.435,0.440980161478796,45.793,69.1,1333.9944768051
"Philippines","Asia",2009,6.9,91641881,25.4,121839086079.879,0.437992878267874,45.524,69.8,1329.51315217852
"Philippines","Asia",2010,9.6,93038902,24.9,131138163913.663,0.422316792969563,45.255,70.5,1409.49818940966
"Philippines","Asia",2011,9.2,94501233,24.4,135937498933.451,0.411887317958278,45.017,71.1,1438.47328355442
"Philippines","Asia",2012,8.8,96017322,23.9,145183057693.89,0.40084167275939,44.81,71.8,1512.05068699885
"Philippines","Asia",2013,9.4,97571676,23.3,155608829986.96,0.382468073026935,44.633,72.5,1594.81558958729
"Philippines","Asia",2014,9.8,99138690,22.8,165094527777.845,0.365501939962105,44.488,73.2,1665.28857480208
"Poland","Europe",1995,2.22182989284841,38591860,12.6,202219066011.315,0.0208159897350182,61.493,NA,5239.940910112
"Poland","Europe",1996,2.27350013966531,38599825,11.6,214466777638.318,0.0176608982356745,61.538,87,5556.15932554922
"Poland","Europe",1997,2.1021583305018,38583109,10.4,228320250833.881,0.0152873583544256,61.583,87,5917.62190117652
"Poland","Europe",1998,4.87144747933219,38550777,9.4,238856370224.028,0.013401259228492,61.627,87,6195.88990966454
"Poland","Europe",1999,4.74749000594662,38515359,8.6,249944718815.653,0.0120014884933245,61.672,87,6489.48173677034
"Poland","Europe",2000,2.2,38486305,8.1,261341010780.435,0.0104834903579208,61.716,87,6790.49367769743
"Poland","Europe",2001,2,38466543,7.6,264602664234.118,0.0092269282114204,61.761,87.8,6878.7742177434
"Poland","Europe",2002,1.9,38454823,7.3,270004802633.008,0.0083922748964514,61.787,88.5,7021.3508103524
"Poland","Europe",2003,1.7,38451227,7,279623457658.165,0.0077783348239699,61.676,89.2,7272.15955054347
"Poland","Europe",2004,1.6,38454520,6.7,293983804054.508,0.0075253563454544,61.564,89.9,7644.97396026548
"Poland","Europe",2005,1.4,38463514,6.6,304411705618.429,0.0072620464383199,61.452,90.6,7914.2978360851
"Poland","Europe",2006,1.3,38478763,6.3,323263091803.156,0.007024247184926,61.341,91.3,8401.07806488364
"Poland","Europe",2007,1.4,38500356,6,346543451670.049,0.0067862073941846,61.229,92.1,9001.04538436084
"Poland","Europe",2008,1.2,38525752,5.8,360129297937.519,0.0064456845491658,61.116,92.8,9347.75518301418
"Poland","Europe",2009,1.3,38551489,5.3,369615863557.135,0.0060843078587991,61.004,93.5,9587.58982194268
"Poland","Europe",2010,1.1,38574682,5,383287382270.368,0.0053581011438805,60.892,94.3,9936.24217745639
"Poland","Europe",2011,1.2,38594217,4.7,402484375875.616,0.0051068753481746,60.78,95,10428.61877145
"Poland","Europe",2012,1,38609486,4.6,408770027948.916,0.0047812705200651,60.688,95.7,10587.295255599
"Poland","Europe",2013,0.8,38618698,4.5,413939816309.145,0.0047841011254648,60.617,96.5,10718.63728573
"Poland","Europe",2014,0.7,38619974,4.5,427740772030.216,0.0046413865917822,60.568,97.2,11075.6359398434
"Poland","Europe",2015,0.7,NA,4.5,NA,0.0045223915998161,NA,97.2,NA
"Portugal","Europe",1996,1.04237920496755,10119985,7,160160388737.085,0.0223402790827866,51.77,94.9,15826.1488270076
"Portugal","Europe",1997,1.11641232867845,10159662,6.6,167249426793.558,0.0229394538465536,52.428,95.2,16462.1054119279
"Portugal","Europe",1998,1.21923456648993,10198310,6.3,175263634745.389,0.0213797125579121,53.086,95.5,17185.5566996286
"Portugal","Europe",1999,1.05890339575747,10237593,5.9,182078260019.915,0.0204804065567754,53.743,95.8,17785.2606584297
"Portugal","Europe",2000,1.1,10278542,5.5,188974464317.004,0.0198873110684309,54.399,96.2,18385.337562176
"Portugal","Europe",2001,1,10320463,5.2,192646811566.592,0.0199498530584919,55.044,96.5,18666.4892424489
"Portugal","Europe",2002,1.1,10362028,4.7,194127874237.622,0.019115879412053,55.666,96.8,18734.5444576701
"Portugal","Europe",2003,1.4,10402836,4.3,192314321585.525,0.0183800451817425,56.287,97.1,18486.7205044398
"Portugal","Europe",2004,1.4,10442446,4,195798254066.988,0.0171097035928773,56.907,97.3,18750.2290236395
"Portugal","Europe",2005,1.3,10480085,3.7,197299605780.232,0.0171047091564513,57.522,97.6,18826.145568498
"Portugal","Europe",2006,1.5,10516559,3.5,200363774903.756,0.0155379036984775,58.137,97.9,19052.2180214798
"Portugal","Europe",2007,1.8,10550695,3.3,205356842780.859,0.0156419013539891,58.749,98.2,19463.8213672994
"Portugal","Europe",2008,1.2,10577458,3.3,205766064271.248,0.0151213928510369,59.359,98.5,19453.2622366591
"Portugal","Europe",2009,1.2,10590260,3.2,199638135274.032,0.0150335995535498,59.964,98.7,18851.1080251129
"Portugal","Europe",2010,1.2,10584837,3.1,203428648027.683,0.0146433578852986,60.567,99,19218.8739446515
"Portugal","Europe",2011,1.1,10558909,3.1,199712305854.349,0.0129667449066684,61.167,99.2,18914.1042748213
"Portugal","Europe",2012,1.2,10515016,3.1,191667381492.013,0.0133833205050306,61.758,99.5,18227.9686014755
"Portugal","Europe",2013,1.4,10459716,3.1,189501242538.16,0.0129370370770536,62.338,99.6,18117.2454910019
"Portugal","Europe",2014,0.9,10402343,3,191217740629.041,0.0126003114892119,62.908,99.7,18382.1799212967
"Portugal","Europe",2015,1,NA,3,NA,0.0122617624531247,NA,99.7,NA
"Romania","Europe",1995,3.34201109882768,22965125,27.3,76334357823.4731,0.109898918622699,53.769,72.3,3323.92520499989
"Romania","Europe",1996,3.19930731894723,22804526,26.7,79288349943.0496,0.10251649620938,53.616,72.6,3476.86901902936
"Romania","Europe",1997,3.08473623546624,22633398,26,75469697984.0589,0.0948272806525434,53.463,72.9,3334.4395739455
"Romania","Europe",1998,2.50753657774,22458737,25,73894435323.649,0.0848197165500299,53.311,73.2,3290.23111689892
"Romania","Europe",1999,2.54008829275101,22288573,24.2,73597727327.7841,0.0770440888936353,53.158,73.5,3302.0385525706
"Romania","Europe",2000,2.5,22128139,23.2,75360488915.0192,0.0690511360977277,53.004,73.8,3405.64061510185
"Romania","Europe",2001,2.7,21983221,22.4,79574643727.5925,0.0627470014870053,52.852,74.1,3619.79000837013
"Romania","Europe",2002,2.6,21851988,21.6,83699943540.4594,0.0595054343583132,52.78,74.4,3830.31253451445
"Romania","Europe",2003,2.5,21722664,20.6,88323745559.881,0.054070055419486,52.912,74.8,4065.97209071047
"Romania","Europe",2004,2.4,21578318,19.5,95706407996.0538,0.0485037979258692,53.043,75.2,4435.30436413319
"Romania","Europe",2005,2.1,21407619,18.2,99699169181.5984,0.0455402745039619,53.174,75.6,4657.1815941604
"Romania","Europe",2006,2.1,21205977,16.7,107730509770.202,0.0425108120555558,53.305,75.9,5080.19553969157
"Romania","Europe",2007,2,20979708,15.3,115124858547.03,0.0412936553897792,53.436,76.3,5487.43855477064
"Romania","Europe",2008,2.3,20741669,14,124863245770.371,0.0416575137406206,53.567,76.7,6019.92278299162
"Romania","Europe",2009,1.9,20510263,13,116039368607.1,0.0435915825474703,53.698,77.1,5657.62460515987
"Romania","Europe",2010,2,20298838,12.1,115112848783.663,0.0438939596111201,53.829,77.5,5670.90829453701
"Romania","Europe",2011,1.7,20111664,11.5,116328767249.676,0.0438634303400768,53.96,77.9,5784.14432787242
"Romania","Europe",2012,1.9,19944954,10.9,117074429092.639,0.0429822196158049,54.091,78.3,5869.87711742223
"Romania","Europe",2013,1.7,19794163,10.5,121209021918.093,0.0425735352609519,54.235,78.6,6123.47296109934
"Romania","Europe",2014,1.5,19651554,10.1,124575421118.326,0.042715493091866,54.393,79,6339.21475718032
"Romania","Europe",2015,1.5,NA,9.7,NA,0.0428982038241866,NA,79.1,NA
"San Marino","Europe",2001,0,27771,4.6,1818249614.41078,NA,93.75,NA,65472.9615213993
"San Marino","Europe",2002,3.6,28142,4.3,1822846959.54626,NA,93.925,NA,64773.1845478736
"San Marino","Europe",2003,0,28520,4.1,1894105792.95995,NA,93.975,NA,66413.2465974737
"San Marino","Europe",2004,0,28891,3.9,1981455332.54935,NA,94.006,NA,68583.8265393842
"San Marino","Europe",2005,0,29242,3.7,2027428774.31229,NA,94.019,NA,69332.7670580771
"San Marino","Europe",2006,0,29568,3.6,2105583624.82971,NA,94.031,NA,71211.5673981909
"San Marino","Europe",2007,0,29874,3.4,2179141131.41063,NA,94.044,NA,72944.4042113755
"San Marino","Europe",2008,0,30160,3.3,2215110448.57284,NA,94.056,NA,73445.3066502931
"San Marino","Europe",2009,0,30431,3.2,1931912024.78236,NA,94.07,NA,63484.9996642358
"San Marino","Europe",2010,0,30690,3.1,1842108629.60071,NA,94.086,NA,60023.0899185634
"San Marino","Europe",2011,0,30938,3,1667777339.08786,NA,94.104,NA,53907.0831691725
"Serbia","Europe",2000,2.4,NA,NA,NA,NA,NA,NA,NA
"Serbia","Europe",2001,2.6,NA,NA,NA,NA,NA,NA,NA
"Serbia","Europe",2002,2.1,NA,NA,NA,NA,NA,NA,NA
"Serbia","Europe",2003,1.9,NA,NA,NA,NA,NA,NA,NA
"Serbia","Europe",2004,1.8,NA,NA,NA,NA,NA,NA,NA
"Serbia","Europe",2005,1.6,NA,NA,NA,NA,NA,NA,NA
"Serbia","Europe",2006,1.7,7411569,7.3,27539494643.3684,0.0236288375323813,54.793,96.7,3715.74421601801
"Serbia","Europe",2007,1.9,7381579,7.1,29161229689.3005,0.022271282182484,55.06,96.7,3950.5408923078
"Serbia","Europe",2008,1.5,7350222,7,30726220345.2536,0.0235040903561533,55.11,96.6,4180.31187973011
"Serbia","Europe",2009,1.7,7320807,6.8,29768799304.0915,0.0236514769281757,55.159,96.6,4066.32756526589
"Serbia","Europe",2010,1.4,7291436,6.6,29942791859.388,0.0239058369891909,55.208,96.6,4106.56993483698
"Serbia","Europe",2011,1.5,7234099,6.4,30362429974.7564,0.0243286436211567,55.258,96.5,4197.12668775426
"Serbia","Europe",2012,1.2,7199077,6.2,30054168635.4311,0.0248715983823905,55.307,96.5,4174.72526484035
"Serbia","Europe",2013,1.6,7163033,6,30827082652.2379,0.0253934385974831,55.373,96.5,4303.63543658642
"Serbia","Europe",2014,1.3,7127137,6,30268254564.1552,0.0257126011952548,55.455,96.5,4246.90230651595
"Serbia","Europe",2015,1.1,NA,5.9,NA,0.0259621357282899,NA,96.4,NA
"Sierra Leone","Africa",2004,2.3,4870467,131.4,1579542244.16904,11.191677570273,36.596,11.8,324.310224085091
"Sierra Leone","Africa",2005,2,5071271,128.1,1650681288.9473,10.3695493246837,36.84,11.9,325.496564657519
"Sierra Leone","Africa",2006,1.9,5243214,124.5,1720349177.55576,9.75466636575771,37.096,12.1,328.109662805249
"Sierra Leone","Africa",2007,2.5,5391108,120.5,1858929105.48983,9.21975243944844,37.364,12.2,344.813924241516
"Sierra Leone","Africa",2008,3.3,5521838,116.2,1959021559.09506,8.77457690187051,37.645,12.3,354.77707949691
"Sierra Leone","Africa",2009,2.8,5647194,111.7,2021630989.48394,8.40232702909725,37.937,12.5,357.988585036027
"Sierra Leone","Africa",2010,2.8,5775902,107,2129727604.11193,7.98155790916999,38.241,12.6,368.726409158592
"Sierra Leone","Africa",2011,3.2,5908908,102.3,2256680243.20497,7.55747005261159,38.557,12.7,381.911555096977
"Sierra Leone","Africa",2012,1.9,6043157,97.9,2599734410.72993,7.0443312054598,38.885,12.8,430.194749322238
"Sierra Leone","Africa",2015,1.9,NA,87.1,NA,5.93782378973531,NA,13.3,NA
"Singapore","Asia",1995,1.46481261600023,3482635,4.1,76309062836.893,0.0236429430461072,100,99.4,21911.3007354756
"Singapore","Asia",1996,0.866760220850504,3570080,3.9,82056669879.5915,0.0247067174097207,100,99.5,22984.5465310557
"Singapore","Asia",1997,1.06246967534468,3653151,3.8,88860194444.7057,0.0260492939180083,100,99.5,24324.2599182749
"Singapore","Asia",1998,0.983712120104337,3735531,3.6,86883017622.0174,0.0260521134450516,100,99.6,23258.5454710501
"Singapore","Asia",1999,1.04039516289077,3822619,3.4,92178479577.3569,0.0283378768643278,100,99.6,24113.9594548546
"Singapore","Asia",2000,0.9,3918183,3.1,100380041131.714,0.0282322823679994,100,99.7,25619.0282923779
"Singapore","Asia",2001,0.7,4023237,2.9,99424296189.1854,0.0267433270853845,100,99.8,24712.5128818375
"Singapore","Asia",2002,0.5,4136102,2.6,103611838463.151,0.0260668047622326,100,99.8,25050.6004114867
"Singapore","Asia",2003,0.6,4254553,2.5,108207187141.576,0.0236460864956428,100,99.9,25433.2681110274
"Singapore","Asia",2004,0.5,4375230,2.3,118539742430.907,0.0233112119680904,100,99.9,27093.3739325491
"Singapore","Asia",2005,0.5,4495531,2.3,127417879442.861,0.0208918922466109,100,100,28343.2322995573
"Singapore","Asia",2006,0.4,4614637,2.3,138707274457.015,0.0207703607719508,100,100,30058.1117121488
"Singapore","Asia",2007,0.4,4732785,2.3,151345441257.189,0.0182644670693759,100,100,31978.0935024915
"Singapore","Asia",2008,0.6,4849641,2.2,154050648305.285,0.0174007616503777,100,100,31765.3715615826
"Singapore","Asia",2009,0.4,4965105,2.2,153121178137.809,0.0148178774728487,100,100,30839.4642485524
"Singapore","Asia",2010,0.4,5078961,2.2,176457557513.458,0.0140646216274598,100,100,34742.8455373959
"Singapore","Asia",2011,0.3,5190666,2.2,187411401754.548,0.0146523160971104,100,100,36105.4634905324
"Singapore","Asia",2012,0.2,5299524,2.2,193809856870.939,0.0142145205300445,100,100,36571.1820289783
"Singapore","Asia",2013,0.3,5405009,2.2,202421414394.342,0.0129217282646529,100,100,37450.7081106326
"Singapore","Asia",2014,0.3,5506586,2.2,208328859651.942,0.0124350548220607,100,100,37832.671577624
"Singapore","Asia",2015,0.2,NA,2.1,NA,0.0121255580081734,NA,100,NA
"Slovenia","Europe",1995,2.23781345281901,1991487,6.2,24719449531.516,0.0153518890128176,50.616,99.1,12412.5588223855
"Slovenia","Europe",1996,1.92747812819556,1989042,5.8,25588654558.6732,0.0152186993229933,50.643,99.1,12864.8135930127
"Slovenia","Europe",1997,1.82208826499237,1988077,5.4,26897360982.9392,0.0138903878649112,50.671,99.1,13529.3356258028
"Slovenia","Europe",1998,0.707334707246796,1988166,5.2,27781104279.8369,0.0145761183449203,50.698,99.1,13973.2317521962
"Slovenia","Europe",1999,1.26111165479036,1988527,4.8,29246378366.3579,0.0144995351173834,50.725,99.1,14707.5590959328
"Slovenia","Europe",2000,1.8,1988652,4.5,30461694703.2594,0.0144413752158553,50.752,99.1,15317.7603237064
"Slovenia","Europe",2001,1.4,1988287,4.3,31360118266.5219,0.0129930601273214,50.78,99.1,15772.430371733
"Slovenia","Europe",2002,1.8,1987855,4.1,32563190125.3023,0.0138528548249802,50.777,99.1,16381.06910479
"Slovenia","Europe",2003,1.1,1988304,3.9,33488669506.8573,0.0136094892658746,50.685,99.1,16842.8316328174
"Slovenia","Europe",2004,1.4,1990924,3.7,34946024550.8825,0.0147794085692152,50.593,99.1,17552.6662749972
"Slovenia","Europe",2005,1,1996522,3.5,36344909754.2455,0.013725435775639,50.501,99.1,18204.1118275909
"Slovenia","Europe",2006,0.6,2005566,3.3,38400583957.985,0.011307983419601,50.409,99.1,19147.0058616794
