"country","continent","year","homicides","pop_size","infant_mortality","GDP","maternal_death_risk","urban_pop_percent","access_sanitation_percent","GDP_per_capita"
"Slovenia","Europe",2007,1.2,2017452,3.2,41066210121.7948,0.0133044499773911,50.317,99.1,20355.4831152339
"Slovenia","Europe",2008,0.5,2030599,3,42421458670.3016,0.0126913150305613,50.224,99.1,20891.10586103
"Slovenia","Europe",2009,0.6,2042804,2.8,39113734695.2972,0.0132916365366005,50.133,99.1,19147.0815091889
"Slovenia","Europe",2010,0.7,2052480,2.7,39597866723.6306,0.0139111287228482,50.04,99.1,19292.6930950024
"Slovenia","Europe",2011,0.8,2059023,2.6,39855000764.1738,0.0146603728026908,49.948,99.1,19356.2678824733
"Slovenia","Europe",2012,0.7,2062881,2.4,38771621136.661,0.0134722961638632,49.856,99.1,18794.8898344892
"Slovenia","Europe",2013,0.6,2064819,2.3,38361513040.7333,0.0138504121121155,49.764,99.1,18578.6323356833
"Slovenia","Europe",2014,0.7,2066068,2.2,39530898931.1591,0.0141411429923129,49.695,99.1,19133.3968345471
"Slovenia","Europe",2015,1.2,NA,2.1,NA,0.0142959166333991,NA,99.1,NA
"South Africa","Africa",1995,64.9165265781694,41426810,48.2,186153739168.458,0.205380935544179,54.486,53.8,4493.55717151424
"South Africa","Africa",1996,60.3901674280048,42210216,49.4,194170874130.991,0.191958353093414,54.967,54.5,4600.09193345495
"South Africa","Africa",1997,57.1123953327189,42921506,50.9,199310245321.128,0.189323398493518,55.449,55.1,4643.59860348628
"South Africa","Africa",1998,57.7416814073372,43584030,52.2,200341397567.781,0.20160388063864,55.93,55.8,4596.66987122992
"South Africa","Africa",1999,51.2128709517669,44233730,53.2,205065663598.965,0.224079385971601,56.411,56.5,4635.9568500998
"South Africa","Africa",2000,48.5,44896856,54,213585208016.845,0.244090304201881,56.891,57.2,4757.24197740806
"South Africa","Africa",2001,47,45579161,54.5,219427821324.122,0.250764400833491,57.368,57.8,4814.21370007495
"South Africa","Africa",2002,46.6,46272223,54.7,227475988101.643,0.257541136824423,57.898,58.5,4916.03759995804
"South Africa","Africa",2003,42.2,46971250,54.1,234184432753.891,0.270129521680451,58.446,59.2,4985.69726702804
"South Africa","Africa",2004,39.4,47667150,52.8,244850526486.754,0.27627131325387,58.993,59.8,5136.67224675178
"South Africa","Africa",2005,38.9,48352951,51.5,257771562353.152,0.28623062364107,59.536,60.4,5331.04096072962
"South Africa","Africa",2006,39.2,49027805,50,272216216628.72,0.300186995973592,60.077,61.1,5552.28235546584
"South Africa","Africa",2007,37.2,49693580,48.6,286808272025.484,0.314987837405389,60.616,61.7,5771.53572001623
"South Africa","Africa",2008,36,50348811,46.6,295960472108.101,0.343062568032752,61.154,62.3,5878.20181310937
"South Africa","Africa",2009,33,50992034,41.1,291408301529.759,0.367314157458286,61.687,62.9,5714.78089165376
"South Africa","Africa",2010,30.9,51621594,38.2,300266464238.661,0.380548923279963,62.218,63.5,5816.68330967581
"South Africa","Africa",2011,29.9,52237272,37.1,309912332420.289,0.378351343169414,62.746,64.1,5932.78171992383
"South Africa","Africa",2012,30.7,52837274,36.8,316791998389.746,0.371916277769098,63.272,64.7,5995.61586749812
"South Africa","Africa",2013,31.7,53416609,35.3,323800490098.188,0.354950466752434,63.788,65.3,6061.79419023375
"South Africa","Africa",2014,33,53969054,34.4,328737935956.989,0.341525550747502,64.298,65.8,6091.23028091226
"South Africa","Africa",2015,34.3,NA,33.6,NA,0.333630207691807,NA,66.4,NA
"Spain","Europe",1995,1.0424372395714,39764267,6.9,801809651232.155,0.0077571670126703,75.856,99.9,20164.0747264914
"Spain","Europe",1996,1.00456716212155,39878881,6.4,823255851680.323,0.0075833565713359,75.938,99.9,20643.9055218305
"Spain","Europe",1997,1.16893652427252,39996221,6.1,853630779157.728,0.0068506960169461,76.019,99.9,21342.7858386353
"Spain","Europe",1998,1.31373525561828,40151723,5.8,890387807528.553,0.0066946447328253,76.1,99.9,22175.5815442479
"Spain","Europe",1999,1.21655384339648,40392585,5.6,930320441230.905,0.0068596838034471,76.181,99.9,23031.9609708293
"Spain","Europe",2000,1.4,40749800,5.4,979526070474.574,0.0070117716672319,76.262,99.9,24037.5675579898
"Spain","Europe",2001,1.4,41230518,5.3,1018717723246.83,0.0071919911999164,76.343,99.9,24707.8565262467
"Spain","Europe",2002,1.3,41815486,5.2,1048054745545.92,0.0072895312656344,76.533,99.9,25063.7944407945
"Spain","Europe",2003,1.4,42475265,5.1,1081462112997.43,0.0078381564490587,76.778,99.9,25460.9856582985
"Spain","Europe",2004,1.2,43167276,5,1115709382352.48,0.0075837674433335,77.022,99.9,25846.1845577766
"Spain","Europe",2005,1.2,43854761,4.8,1157247674476.45,0.0076346336960726,77.263,99.9,26388.1879204962
"Spain","Europe",2006,1.1,44537926,4.6,1205552653832.42,0.0076120211468931,77.502,99.9,27068.0016360084
"Spain","Europe",2007,1.1,45209538,4.4,1250989287435.51,0.0075086371438741,77.74,99.9,27670.9150939678
"Spain","Europe",2008,0.9,45817016,4.2,1264949394832.53,0.0075139870969399,77.976,99.9,27608.7249949349
"Spain","Europe",2009,0.9,46295191,4.1,1219742639893.74,0.0073295433043539,78.21,99.9,26347.0700421938
"Spain","Europe",2010,0.9,46601492,3.9,1219911069854.07,0.006738956954511,78.442,99.9,26177.5110087477
"Spain","Europe",2011,0.8,46708366,3.8,1207710977279.44,0.0069728439335013,78.673,99.9,25856.4167558214
"Spain","Europe",2012,0.8,46637082,3.7,1176065223737.1,0.0066970404244946,78.902,99.9,25217.3843924691
"Spain","Europe",2013,0.7,46455163,3.7,1156401744280.32,0.0068439492335483,79.129,99.9,24892.857318794
"Spain","Europe",2014,0.7,46259716,3.6,1172136590781.29,0.0068276376691868,79.355,99.9,25338.1709213539
"Spain","Europe",2015,0.7,NA,3.5,NA,0.0068113439966533,NA,99.9,NA
"Sri Lanka","Asia",2003,6.8,19217032,13,21786118265.9479,0.107656970081793,18.406,84.3,1133.68798396901
"Sri Lanka","Asia",2004,7.1,19374281,15.3,22972385755.8303,0.0999055951980749,18.394,85.4,1185.71552440219
"Sri Lanka","Asia",2005,6.3,19526406,12.1,24406264194.4087,0.100219395964977,18.382,86.4,1249.91072061129
"Sri Lanka","Asia",2006,10.4,19672418,11.4,26277807774.4993,0.0980682240412352,18.37,87.5,1335.76908413085
"Sri Lanka","Asia",2007,8.4,19813816,10.7,28063864676.9879,0.0916356701682169,18.357,88.5,1416.37858537638
"Sri Lanka","Asia",2008,10,19949553,10.2,29733689362.481,0.0882414734875471,18.345,89.6,1490.44388926815
"Sri Lanka","Asia",2009,5.5,20078873,9.7,30785940993.0402,0.0839718177629988,18.333,90.6,1533.25044652856
"Sri Lanka","Asia",2010,3.8,20201312,9.4,33253726810.26,0.0799683134807594,18.321,91.7,1646.11718339185
"Sri Lanka","Asia",2011,3.6,20315673,9.1,35995799039.6676,0.074983535801977,18.309,92.7,1771.82410051922
"Sri Lanka","Asia",2012,3.3,20421862,8.9,38278422799.7753,0.0703164754253297,18.297,93.8,1874.38455904634
"Sri Lanka","Asia",2013,2.9,20521959,8.7,41053226584.6123,0.0684285073207218,18.3,94.8,2000.4535914243
"Swaziland","Africa",2001,18.8,1074765,85.4,2855787892.833,2.10793872400583,22.555,52.3,2657.12773753611
"Swaziland","Africa",2002,12.9,1082195,85.9,2897740278.58289,2.05597621662011,22.425,52.7,2677.65077327366
"Swaziland","Africa",2003,13.2,1087949,85.9,2956009347.26306,2.01122294746358,22.296,53.2,2717.04771755207
"Swaziland","Africa",2004,13.3,1094775,84.8,3065861712.58404,1.97430223148093,22.166,53.7,2800.44914487821
"Swaziland","Africa",2005,13.8,1104642,83,3199982928.1237,1.9477699331143,22.038,54.1,2896.85067933656
"Swaziland","Africa",2006,10.8,1118204,76.8,3317679482.74627,1.87010528285694,21.91,54.6,2966.97157472721
"Swaziland","Africa",2007,15,1134853,74.7,3411690302.53831,1.77434253263228,21.783,55.1,3006.28389979875
"Swaziland","Africa",2008,18.8,1153750,73.2,3529328277.54932,1.67968075952572,21.67,55.6,3059.00609105033
"Swaziland","Africa",2009,15.9,1173529,65.8,3583056612.36636,1.59890277559852,21.574,56,3053.23226981724
"Swaziland","Africa",2010,17.4,1193148,59.1,3634982735.76691,1.53050593869213,21.492,56.5,3046.54806928135
"Swaziland","Africa",2013,8.2,1250641,48.4,3958902065.99649,1.41186107992949,21.337,57.5,3165.49838522525
"Sweden","Europe",1995,0.940302249395573,8826720,4,286677252134.255,0.0114790169855062,83.824,99.3,32478.3444058784
"Sweden","Europe",1996,1.0963646920385,8849420,3.8,291028615025.804,0.01045809639213,83.914,99.3,32886.7445579263
"Sweden","Europe",1997,1.02779171383026,8859106,3.6,299469850119.928,0.0095455332418353,83.942,99.3,33803.6197015735
"Sweden","Europe",1998,1.05053289128114,8861204,3.5,312127816868.388,0.0092624184982165,83.97,99.3,35224.0865765406
"Sweden","Europe",1999,1.11832979816858,8863595,3.4,326267683753.628,0.0092411695250924,83.998,99.3,36809.859177188
"Sweden","Europe",2000,1.1,8872284,3.4,341717395402.337,0.008615492249438,84.026,99.3,38515.1552184688
"Sweden","Europe",2001,0.1,8888675,3.4,347059840287.897,0.0082871147498203,84.071,99.3,39045.171556829
"Sweden","Europe",2002,1.1,8911899,3.3,354256394050.418,0.0086099316717842,84.133,99.3,39750.9435475445
"Sweden","Europe",2003,0.9,8942926,3.2,362708031380.455,0.00897065863332,84.196,99.3,40558.0937805429
"Sweden","Europe",2004,1.1,8982282,3.1,378378939999.718,0.0096781858072425,84.258,99.3,42125.0345958542
"Sweden","Europe",2005,0.9,9030163,3,389042905733.083,0.0085801500183425,84.319,99.3,43082.6005835203
"Sweden","Europe",2006,1,9087251,2.8,407281731831.581,0.0090105602999747,84.43,99.3,44819.0252290358
"Sweden","Europe",2007,1.2,9153316,2.7,421149466660.075,0.0088719974494695,84.588,99.3,46010.5896770171
"Sweden","Europe",2008,0.9,9226333,2.6,418803463546.974,0.0088406984793648,84.746,99.3,45392.1903259913
"Sweden","Europe",2009,1,9303432,2.5,397089931955.901,0.0086543681570073,84.902,99.3,42682.0910773466
"Sweden","Europe",2010,1,9382297,2.5,420871356306.827,0.0079765105334422,85.056,99.3,44858.0295749353
"Sweden","Europe",2011,0.9,9462352,2.4,432085086186.466,0.0082658378993918,85.21,99.3,45663.6031069723
"Sweden","Europe",2012,0.7,9543457,2.4,430847937508.455,0.0083588269995913,85.363,99.3,45145.8981277387
"Sweden","Europe",2013,0.9,9624247,2.4,436195643294.936,0.0078699302069331,85.514,99.3,45322.5736304291
"Sweden","Europe",2014,0.9,9703247,2.4,446366997396.581,0.0078150836274783,85.665,99.3,46001.8174737365
"Sweden","Europe",2015,1.1,NA,2.4,NA,0.0077698745210664,NA,99.3,NA
"Switzerland","Europe",1995,1.16830718842316,7017042,5.2,337990012361.964,0.0132834245731769,73.578,99.9,48167.0214261172
"Switzerland","Europe",1996,1.17547705603329,7059633,5,340021648556.279,0.0118865067221993,73.527,99.9,48164.210314655
"Switzerland","Europe",1997,1.22699680684659,7090176,4.9,347883110058.198,0.0115320097098874,73.476,99.9,49065.5112169568
"Switzerland","Europe",1998,1.06847399980992,7113505,4.8,358127476059.299,0.010783500018995,73.424,99.9,50344.7282400587
"Switzerland","Europe",1999,1.2470679890258,7136813,4.7,364012842785.71,0.0106650335955697,73.373,99.9,51004.9573648224
"Switzerland","Europe",2000,0.96,7165581,4.6,378377162765.679,0.0099660586666787,73.322,99.9,52804.8127242828
"Switzerland","Europe",2001,1.2,7200945,4.7,383850747135.504,0.0097588991809346,73.322,99.9,53305.6074078477
"Switzerland","Europe",2002,1.2,7242034,4.6,384401167500.601,0.009947520892887,73.36,99.9,53079.1718874284
"Switzerland","Europe",2003,1,7289901,4.4,384592246221.232,0.0092429275462346,73.398,99.9,52756.854478714
"Switzerland","Europe",2004,1.1,7345299,4.4,395526005170.467,0.0090152522290488,73.436,99.9,53847.5023508869
"Switzerland","Europe",2005,1,7408608,4.3,407543292866.608,0.0094525430898403,73.474,99.9,55009.4286088032
"Switzerland","Europe",2006,0.8,7480317,4.2,423897131103.144,0.0090425000904375,73.512,99.9,56668.3378663156
"Switzerland","Europe",2007,0.7,7560141,4.1,441447949057.252,0.0084970255535171,73.55,99.9,58391.496806376
"Switzerland","Europe",2008,0.7,7646542,4,451500778687.006,0.0083910909937559,73.588,99.9,59046.4001488524
"Switzerland","Europe",2009,0.7,7737316,3.9,441885534558.405,0.0080534165517693,73.625,99.9,57110.9587043369
"Switzerland","Europe",2010,0.7,7830534,3.9,454938023538.469,0.0085198069131924,73.663,99.9,58097.9564788901
"Switzerland","Europe",2011,0.6,7925813,3.8,463147625441.165,0.0085380084437968,73.701,99.9,58435.3460573906
"Switzerland","Europe",2012,0.6,8022628,3.7,468356319422.036,0.0081831486016611,73.739,99.9,58379.4137559458
"Switzerland","Europe",2013,0.7,8118719,3.6,476640749135.857,0.0081220130238492,73.787,99.9,58708.8614762818
"Switzerland","Europe",2014,0.5,8211383,3.5,485646766195.688,0.0080761704001279,73.844,99.9,59143.1146489803
"Switzerland","Europe",2015,0.7,NA,3.4,NA,0.008046573732705,NA,99.9,NA
"Tajikistan","Asia",1995,7.53194062268198,5784330,93,1453557549.6908,0.670958937486198,28.877,89.5,251.292293090263
"Tajikistan","Asia",1996,8.25891493556511,5862224,90.4,1209909650.89786,0.582452909721974,28.338,89.5,206.390893779879
"Tajikistan","Asia",1997,8.37653218632032,5936780,87,1230303589.87332,0.496501639937064,27.806,89.5,207.234155530998
"Tajikistan","Asia",1998,8.1457596592783,6012308,83,1295331210.25768,0.413854159359231,27.28,89.8,215.446582287148
"Tajikistan","Asia",1999,5.84836707693699,6094126,78.8,1343217527.84942,0.33420398641437,26.76,90.1,220.41184049188
"Tajikistan","Asia",2006,3.1,6949566,51.4,2464827748.3992,0.149313880118606,26.45,92.4,354.673622554157
"Tajikistan","Asia",2007,2.2,7099021,49.2,2652583662.85622,0.14579737612224,26.466,92.7,373.654855064694
"Tajikistan","Asia",2008,1.6,7254072,47.4,2853634273.85105,0.143208792528408,26.483,93,393.383781392168
"Tajikistan","Asia",2009,1.8,7414960,46,2968428150.5501,0.141965931425337,26.5,93.4,400.329624239389
"Tajikistan","Asia",2010,2,7581696,44.7,3162433280.89545,0.13861591867205,26.516,93.7,417.114228913353
"Tajikistan","Asia",2011,1.9,7753925,43.3,3238681060.09371,0.137249277483954,26.533,94,417.682794209863
"Tajikistan","Asia",2012,1.3,7930929,42.1,3483064910.20809,0.135656231883845,26.568,94.4,439.174894921905
"Tajikistan","Asia",2013,1.4,8111894,40.9,3741817056.82264,0.134423571531571,26.621,94.7,461.275388561862
"Thailand","Asia",1995,7.6143973937906,59266089,23.7,139808673669.472,0.0479823854775721,30.276,89.1,2358.9994890581
"Thailand","Asia",1996,7.42472636008366,59878955,22.7,147727329203.433,0.0441967202359984,30.449,89.6,2467.09932067841
"Thailand","Asia",1997,7.85607293639164,60544937,21.7,143651291260.216,0.0417805443025885,30.622,90,2372.63920615222
"Thailand","Asia",1998,8.69439944931902,61250974,20.8,132661433146.893,0.0405473676290877,30.795,90.5,2165.86650763942
"Thailand","Asia",1999,8.09503312514154,61973957,19.9,138740396843.166,0.040961524894069,30.969,90.9,2238.68869375512
"Thailand","Asia",2000,8.2,62693322,19.1,145015379454.572,0.0418369301389862,31.391,91.3,2313.09132820513
"Thailand","Asia",2001,7.9,63415174,18.3,149928706485.433,0.0427463483665271,32.572,91.7,2364.24024454199
"Thailand","Asia",2002,7.1,64136669,17.5,159490399145.159,0.0434991487431505,33.779,92.1,2486.72719727866
"Thailand","Asia",2003,9.9,64817254,16.7,170956662558.638,0.0435213447420709,35.006,92.5,2637.51782139117
"Thailand","Asia",2004,6.5,65404522,16,181708649741.948,0.0431569321254987,36.256,92.8,2778.22762380173
"Thailand","Asia",2005,7.3,65863973,15.3,189318308035.272,0.0391045637194451,37.52,93.2,2874.3833603125
"Thailand","Asia",2006,7.1,66174486,14.6,198723511754.288,0.0365282429119854,38.804,93.5,3003.02312517075
"Thailand","Asia",2007,6.7,66353572,14,209524317073.845,0.0362224058067208,40.104,93.5,3157.69461625736
"Thailand","Asia",2008,6,66453255,13.4,213139982853.385,0.035683369544195,41.419,93.5,3207.36708613273
"Thailand","Asia",2009,5.6,66548197,12.9,211566413437.92,0.0346835243669543,42.744,93.4,3179.14568651529
"Thailand","Asia",2010,5.5,66692024,12.5,227448092064.551,0.0341975732927822,44.08,93.3,3410.42419202259
"Thailand","Asia",2011,4.9,66902958,12,229344314530,0.032603626273825,45.394,93.3,3428.01456596284
"Thailand","Asia",2012,4.9,67164130,11.6,246138914419.115,0.0314638736355206,46.682,93.2,3664.73762734833
"Thailand","Asia",2013,4.3,67451422,11.2,253053950896.126,0.0305273657030317,47.943,93.1,3751.64738404071
"Thailand","Asia",2014,3.9,67725979,10.9,255244547036.702,0.029483959999906,49.174,93,3768.78342410823
"Thailand","Asia",2015,3.5,NA,10.5,NA,0.0281182142560191,NA,93,NA
"Tonga","Oceania",2000,1,97898,15.1,236827221.199531,0.406042132521007,23.012,93,2419.12215979418
"Tonga","Oceania",2001,6.1,98434,14.8,244302403.106481,0.391055145871052,23.041,92.8,2481.89043528132
"Tonga","Oceania",2002,6.1,99005,14.6,253050377.22061,0.420894129947318,23.069,92.7,2555.93532872693
"Tonga","Oceania",2003,6,99606,14.4,258379562.867616,0.437656476362235,23.098,92.5,2594.01605192073
"Tonga","Oceania",2004,2,100226,14.3,257479034.626755,0.452684296804202,23.127,92.4,2568.98444142992
"Tonga","Oceania",2005,4,100858,14.3,261549422.275444,0.463134529387798,23.155,92.3,2593.24418762462
"Tonga","Oceania",2006,7.9,101507,14.4,259424175.627014,0.478325236336541,23.184,92.1,2555.72695111681
"Tonga","Oceania",2007,1,102169,14.5,248617836.736691,0.489647292427129,23.227,92,2433.39796549532
"Tonga","Oceania",2008,3.9,102816,14.6,256326358.478454,0.492738760504545,23.281,91.8,2493.05904215739
"Tonga","Oceania",2009,7.7,103416,14.8,262197802.608863,0.494984902885959,23.335,91.7,2535.36979392805
"Tonga","Oceania",2010,1,103947,15,271599317.443444,0.495210554311673,23.389,91.6,2612.86345390867
"Tonga","Oceania",2011,1.9,104392,15,279163754.66667,0.497739448347425,23.443,91.4,2674.18724295607
"Tonga","Oceania",2012,1,104769,15,281649212.611444,0.496159851161221,23.498,91.3,2688.2876863523
"Trinidad and Tobago","Americas",2000,9.5,1267980,25.3,10833549363.9135,0.112561114127314,10.777,90.7,8543.94340913382
"Trinidad and Tobago","Americas",2001,11.9,1272383,25.3,11285905039.0141,0.109203848365665,10.597,90.8,8869.89612326957
"Trinidad and Tobago","Americas",2002,13.4,1277840,25.1,12180704633.1642,0.10771686725302,10.419,90.8,9532.26118540991
"Trinidad and Tobago","Americas",2003,17.8,1284052,24.7,13939724999.6045,0.110906426980019,10.244,90.9,10856.0439916799
"Trinidad and Tobago","Americas",2004,20.1,1290535,24.3,15047943681.4943,0.114606469946723,10.072,91,11660.2367866771
"Trinidad and Tobago","Americas",2005,29.8,1296933,23.8,15982390299.8491,0.11254216035515,9.902,91.1,12323.2197036
"Trinidad and Tobago","Americas",2006,28.5,1303141,23.3,18142309565.2946,0.11439719911021,9.735,91.1,13921.9850847258
"Trinidad and Tobago","Americas",2007,29.9,1309260,22.8,18953449720.6044,0.118684870340599,9.571,91.2,14476.4597716301
"Trinidad and Tobago","Americas",2008,41.6,1315372,22.2,19596300911.4712,0.118432289228047,9.408,91.3,14897.915503349
"Trinidad and Tobago","Americas",2009,38.4,1321624,21.6,18735686331.2762,0.120671842809102,9.249,91.4,14176.2606696581
"Trinidad and Tobago","Americas",2010,35.6,1328095,21,18718266947.2374,0.122089872793156,9.092,91.4,14094.0722969648
"Trinidad and Tobago","Americas",2011,26.4,1334790,20.4,18719574455.4824,0.122122506922573,8.937,91.5,14024.3592291539
"Trinidad and Tobago","Americas",2012,28.3,1341579,19.7,18975297761.6023,0.119722016001842,8.795,91.5,14144.0032689855
"Trinidad and Tobago","Americas",2013,30.3,1348240,19.2,19305422504.6337,0.12040413257385,8.666,91.5,14318.980674534
"Trinidad and Tobago","Americas",2014,29.9,1354483,18.7,19665873003.4132,0.118580900888363,8.55,91.5,14519.0991717232
"Trinidad and Tobago","Americas",2015,30.9,NA,18.2,NA,0.115839419309269,NA,91.5,NA
"Turkey","Europe",2003,4.3,66060121,26.5,407407526172.08,0.178740110046376,66.569,89.7,6167.22343230464
"Turkey","Europe",2004,4.4,66973561,24.8,445552308815.243,0.161430839548991,67.18,90.1,6652.65967887303
"Turkey","Europe",2005,4.9,67860617,23.2,482985911161.816,0.13994593984788,67.783,90.6,7117.32271991892
"Turkey","Europe",2006,4.6,68704721,21.7,516280493502.444,0.115638809110642,68.382,91.1,7514.48351711441
"Turkey","Europe",2007,5.2,69515492,20.2,540383458272.426,0.0928693459825207,68.975,91.6,7773.56877906332
"Turkey","Europe",2008,4.6,70344357,18.9,543943712245.226,0.0751295507156618,69.562,92,7732.58489298901
"Turkey","Europe",2009,5.2,71261307,17.6,517693667516.173,0.0622028240388387,70.141,92.5,7264.72316198429
"Turkey","Europe",2010,4.2,72310416,16.4,565098632773.913,0.0530417563194452,70.715,92.9,7814.89948521266
"Turkey","Europe",2011,4.2,73517002,15.3,614673309603.707,0.0464331795021601,71.282,93.3,8360.96811460983
"Turkey","Europe",2012,4.3,74849187,14.2,627750242198.912,0.0418202635698431,71.834,93.7,8386.86787872408
"Tuvalu","Oceania",2002,0,9530,32.3,23910476.2219926,NA,46.841,79.5,2508.96917334655
"Tuvalu","Oceania",2003,0,9590,31.5,23131202.620901,NA,47.656,80,2412.01278632961
"Tuvalu","Oceania",2004,0,9646,30.7,22782279.135123,NA,48.678,80.5,2361.83694123191
"Tuvalu","Oceania",2005,0,9694,30,21897139.3079151,NA,49.699,81.1,2258.8342591206
"Tuvalu","Oceania",2006,0,9732,29.3,22308205.3344602,NA,50.721,81.6,2292.25291147351
"Tuvalu","Oceania",2007,0,9764,28.5,23724805.3924988,NA,51.743,82.1,2429.8243949712
"Tuvalu","Oceania",2008,0,9788,27.7,25618696.5752135,NA,52.765,82.7,2617.35763947829
"Tuvalu","Oceania",2009,0,9808,27,24482361.8655846,NA,53.782,83.2,2496.16250668685
"Tuvalu","Oceania",2010,10.2,9827,26.3,23812626.9594392,NA,54.796,83.2,2423.18377525585
"Tuvalu","Oceania",2011,10.2,9844,25.6,25825650.006873,NA,55.807,83.3,2623.49146758157
"Tuvalu","Oceania",2012,20.3,9860,24.9,25872997.2864409,NA,56.815,83.3,2624.03623594735
"Uganda","Africa",2003,8.1,26217760,76.9,9437234929.52133,3.71731940287058,12.483,16.3,359.95580589346
"Uganda","Africa",2004,7.6,27114742,72.2,9984909993.9062,3.57832172812067,12.755,16.5,368.246542559992
"Uganda","Africa",2005,8.9,28042413,67.6,10984141085.7294,3.39615796792452,13.031,16.8,391.69742938061
"Uganda","Africa",2006,9.3,29000925,63.4,11758452884.2349,3.25125834634604,13.313,17,405.450960072305
"Uganda","Africa",2007,8.8,29991958,59.2,12706637927.5548,3.12404210409429,13.6,17.3,423.668168898969
"Uganda","Africa",2008,9,31014427,55.4,14031685573.8673,2.97490314754626,13.892,17.5,452.424466003106
"Uganda","Africa",2009,10.1,32067125,52.3,15163879185.8997,2.83638326169047,14.189,17.8,472.879286368819
"Uganda","Africa",2010,9.5,33149417,49.5,16326382253.5583,2.7221073632811,14.492,18,492.50888042943
"Uganda","Africa",2011,11,34260342,46.3,17439946295.7816,2.61057858481039,14.8,18.3,509.041803954602
"Uganda","Africa",2012,11.5,35400620,42.5,17898249896.5253,2.49370226537548,15.115,18.5,505.59142457181
"Uganda","Africa",2013,10.5,36573387,41.6,18683491605.0818,2.35388624720992,15.437,18.8,510.849367193741
"Uganda","Africa",2014,11.8,37782971,39.1,19565052466.6934,2.2400595236332,15.766,19,517.827263152318
"Ukraine","Europe",1995,8.62060162996857,50811673,17.5,68182675624.6355,0.0693385432060889,66.951,94.5,1341.87031441841
"Ukraine","Europe",1996,9.64285910536129,50489566,17.5,61334669358.4657,0.0609871707587925,66.99,94.5,1214.79890238046
"Ukraine","Europe",1997,8.40437322981275,50096497,17.4,59501829719.1012,0.0508053777562296,67.029,94.5,1187.7443191108
"Ukraine","Europe",1998,8.41353686939213,49655175,17,58345124091.3267,0.0424622463839218,67.067,94.5,1175.00591008544
"Ukraine","Europe",1999,8.60914571629369,49196895,16.5,58251287811.3163,0.0395663671613639,67.106,94.6,1184.04398918501
"Ukraine","Europe",2003,7.6,47493771,13.6,77444900910.1215,0.0327706264707269,67.427,94.9,1630.63280256524
"Ukraine","Europe",2004,7.4,47127110,13,86579799986.3155,0.0343547193522811,67.597,95,1837.15487723129
"Ukraine","Europe",2005,6.5,46795313,12.5,89238865118.5263,0.0364545915025779,67.79,95.1,1907.00434290345
"Ukraine","Europe",2006,6.3,46502718,12,95995515079.9316,0.0362220865464134,67.969,95.2,2064.29901753122
"Ukraine","Europe",2007,5.7,46249196,11.6,103882357278.853,0.0412475044172093,68.147,95.3,2246.14406872831
"Ukraine","Europe",2008,5.3,46028476,11.1,106212949235.873,0.0443785861374459,68.325,95.4,2307.54868433778
"Ukraine","Europe",2009,4.8,45830711,10.6,90136060256.5077,0.0395283514123109,68.502,95.5,1966.7174758975
"Ukraine","Europe",2010,4.4,45647497,10.1,93824431778.72,0.0374774066570103,68.686,95.6,2055.41240911238
"United Kingdom","Europe",1995,1.46863785301919,57903790,6.1,1797820994264.01,0.0203779472154277,78.353,99.2,31048.4165935254
"United Kingdom","Europe",1996,1.32075471698113,58079322,5.9,1845783490179.96,0.0201446415409043,78.413,99.2,31780.3897604032
"United Kingdom","Europe",1997,1.433281613654,58263858,5.8,1902983592460.13,0.0198277384227099,78.472,99.2,32661.4758751494
"United Kingdom","Europe",1998,1.45011600928074,58456989,5.8,1967237227726.9,0.0195299874033982,78.532,99.2,33652.7293208157
"United Kingdom","Europe",1999,1.47497737469432,58657794,5.7,2028472287121.83,0.0195489189695912,78.591,99.2,34581.462220039
"United Kingdom","Europe",2000,1.7,58867004,5.6,2105530797656.55,0.0197273724394644,78.651,99.2,35767.5888797832
"United Kingdom","Europe",2001,1.8,59080221,5.4,2163602083859.23,0.0197430791286231,78.751,99.2,36621.4284110283
"United Kingdom","Europe",2002,2,59301235,5.3,2217560464911.98,0.02011450780365,79.047,99.2,37394.8445578238
"United Kingdom","Europe",2003,1.7,59548421,5.3,2291553019396.63,0.0206705667122183,79.339,99.2,38482.1793914003
"United Kingdom","Europe",2004,1.6,59846226,5.2,2348577356499.46,0.0207003259771093,79.629,99.2,39243.5331928777
"United Kingdom","Europe",2005,1.5,60210012,5.1,2418949148330.75,0.0204112587725536,79.915,99.2,40175.1979111173
"United Kingdom","Europe",2006,1.4,60648850,5,2483337282168.01,0.0200309203621512,80.199,99.2,40946.1561458793
"United Kingdom","Europe",2007,1.4,61151820,4.9,2547557292792.15,0.0197050903312749,80.479,99.2,41659.5498350196
"United Kingdom","Europe",2008,1.2,61689620,4.7,2535663339660.7,0.0196210939465913,80.757,99.2,41103.5655538274
"United Kingdom","Europe",2009,1.1,62221164,4.6,2429369730758.17,0.0189740819488128,81.031,99.2,39044.1061301613
"United Kingdom","Europe",2010,1.2,62716684,4.4,2466786316033.28,0.0184357590072691,81.302,99.2,39332.2184577437
"United Kingdom","Europe",2011,1,63164949,4.2,2515441173908.69,0.0177850815508319,81.57,99.2,39823.3706150652
"United Kingdom","Europe",2012,1,63573766,4.1,2545099637094.98,0.01772334894058,81.834,99.2,40033.8032057906
